year,block,zipcode,xcoord,ycoord,yearbuilt,age,build_alter_gap,alterage,alterage_squared,alterage_cubed,elevator,commercial,garage,storage,basement,waterfront,frontage,block_assmeblage,cooperative,conv_loft_wh,tenament,garden,semi_fireproof,fireproof,luxury,artist_res,3_units,4_units,5_6_units,7_10_units,11_25_units,26_50_units,50plus_units,units_per_building,floors,floors_squared,zip_avg_age,zip_avg_alterage,zip_avg_res_units_pb,zip_avg_total_units_pb,zip_avg_num_buildings,zip_avg_development,zip_small_residential,zip_rental_walk_up,zip_rental_elevator,zip_condominiums,zip_offices,zip_industrial_utility,zip_government,zip_loft,zip_parking,zip_cars,zip_hotel,zip_theater,zip_retail,zip_healthcare,zip_asylum,zip_church,zip_education,zip_public,zip_outdoor,zip_transport,pcvpu_l1,pcvpu_l2,pcvpu_l3,avg_block_pcvpu_l1,avg_block_pcvpu_l2,avg_block_pcvpu_l3,avg_neighbor1_pcvpu_l1,avg_neighbor1_pcvpu_l2,avg_neighbor1_pcvpu_l3,avg_neighbor2_pcvpu_l1,avg_neighbor2_pcvpu_l2,avg_neighbor2_pcvpu_l3,avg_neighbor3_pcvpu_l1,avg_neighbor3_pcvpu_l2,avg_neighbor3_pcvpu_l3,avg_neighbor4_pcvpu_l1,avg_neighbor4_pcvpu_l2,avg_neighbor4_pcvpu_l3,avg_zip_pcvpu_l1,avg_zip_pcvpu_l2,outcome
2020,1409,10021,995364,220444,1927,93,0,93,8649,804357,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39,10,100,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,1.7481,-114.8887843,-1.604951819,14.40542407,-16.10723463,6.707432075,8.982298276,44.50092759,13.37443509,6.564256,-20.55235102,5.648382692,33.81647959,99.6993766,6.694847619,9.486162162,65.82638243,6.239682192,3.701262222,-48.10813776,5.888774404
2008,1409,10021,995326,220466,1924,84,64,20,400,8000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,25.9574,7.7982,0.9259,10.14972182,8.805309259,1.325333962,5.114558065,6.646106452,11.52624603,3.047657143,79.35219583,22.71305957,0.6359225,312.4371757,4.423051613,15.18323714,12.77824571,2.023246377,6.889219909,15.95425658,8.171565601
2009,1409,10021,995326,220466,1924,85,64,21,441,9261,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,3.0405,25.9574,7.7982,3.264285455,10.14972182,8.805309259,5.417156452,5.114558065,6.646106452,4.508706122,3.047657143,79.35219583,47.20985854,0.6359225,312.4371757,21.96008286,15.18323714,12.77824571,19.97481398,6.889219909,15.95425658
2010,1409,10021,995326,220466,1924,86,64,22,484,10648,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,16.7213,3.0405,25.9574,4.886883636,3.264285455,10.14972182,2.221772131,5.417156452,5.114558065,0.396313725,4.508706122,3.047657143,0.39165,47.20985854,0.6359225,2.330164789,21.96008286,15.18323714,4.891323969,19.97481398,6.889219909
2011,1409,10021,995326,220466,1924,87,64,23,529,12167,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,0.5899,16.7213,3.0405,4.429961818,4.886883636,3.264285455,2.724352459,2.221772131,5.417156452,7.675346154,0.396313725,4.508706122,6.99675,0.39165,47.20985854,6.227666197,2.330164789,21.96008286,11.22323379,4.891323969,19.97481398
2012,1409,10021,995326,220466,1924,88,64,24,576,13824,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,-7.584375736,0.5899,16.7213,4.418061818,4.429961818,4.886883636,2.551614754,2.724352459,2.221772131,1.661096078,7.675346154,0.396313725,0.103902381,6.99675,0.39165,3.205469014,6.227666197,2.330164789,1.549398615,11.22323379,4.891323969
2013,1409,10021,995326,220466,1924,89,64,25,625,15625,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,5.6954,-7.584375736,0.5899,18.74744815,4.418061818,4.429961818,47.66076333,2.551614754,2.724352459,4.810731373,1.661096078,7.675346154,5.587452381,0.103902381,6.99675,5.523490141,3.205469014,6.227666197,8.530852019,1.549398615,11.22323379
2014,1409,10021,995326,220466,1924,90,64,26,676,17576,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,6.3283,5.6954,-7.584375736,3.466226415,18.74744815,4.418061818,8.025312069,47.66076333,2.551614754,4.747878431,4.810731373,1.661096078,6.323621429,5.587452381,0.103902381,7.07124507,5.523490141,3.205469014,6.203077865,8.530852019,1.549398615
2015,1409,10021,995326,220466,1924,91,64,27,729,19683,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.87371134,60.86941581,25.35695876,26.79992363,1.067869416,4.847594502,0.243127148,0.316151203,0.216494845,0.011168385,0.030927835,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.037800687,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,-2.910832909,6.3283,5.6954,6.976786792,3.466226415,18.74744815,6.996192982,8.025312069,47.66076333,6.754790385,4.747878431,4.810731373,7.720197674,6.323621429,5.587452381,7.268856338,7.07124507,5.523490141,11.00508978,6.203077865,8.530852019
2016,1409,10021,995326,220466,1924,92,64,28,784,21952,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.81013746,59.37457045,25.41595074,26.88786751,1.071305842,4.855343643,0.245704467,0.315292096,0.214776632,0.011168385,0.030927835,0.000859107,0.000859107,0,0.006872852,0,0.005154639,0,0.038659794,0.012027491,0.00257732,0.015463918,0.018900344,0.006013746,0,0,18.7386,-2.910832909,6.3283,3.621866038,6.976786792,3.466226415,2.659194737,6.996192982,8.025312069,8.843721154,6.754790385,4.747878431,9.019383721,7.720197674,6.323621429,7.113452778,7.268856338,7.07124507,10.96059371,11.00508978,6.203077865
2017,1409,10021,995326,220466,1924,93,64,29,841,24389,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.73149742,59.38468158,25.32989099,26.79871868,1.06454389,4.863907057,0.245266781,0.312392427,0.214285714,0.011187608,0.030981067,0.000860585,0.000860585,0,0.006884682,0,0.005163511,0,0.039586919,0.012908778,0.002581756,0.015490534,0.018932874,0.006024096,0,0,-0.333105912,18.7386,-2.910832909,5.391324528,3.621866038,6.976786792,6.089092982,2.659194737,6.996192982,5.414942308,8.843721154,6.754790385,3.834778049,9.019383721,7.720197674,13.30164658,7.113452778,7.268856338,5.803558202,10.96059371,11.00508978
2018,1409,10021,995326,220466,1924,94,64,30,900,27000,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.79134199,58.73419913,25.35036075,26.85897066,1.065800866,5.004753247,0.246753247,0.311688312,0.213852814,0.00952381,0.03030303,0.000865801,0.000865801,0,0.006926407,0,0.005194805,0,0.03982684,0.01038961,0.002597403,0.015584416,0.01991342,0.006060606,0,0,3.6382,-0.333105912,18.7386,6.707432075,5.391324528,3.621866038,13.37443509,6.089092982,2.659194737,5.648382692,5.414942308,8.843721154,6.694847619,3.834778049,9.019383721,6.239682192,13.30164658,7.113452778,5.888774404,5.803558202,10.96059371
2019,1409,10021,995326,220466,1924,95,64,31,961,29791,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,98.60914582,59.14322692,25.30629853,26.80984565,1.06557377,4.93663503,0.246764452,0.310612597,0.213977567,0.011216566,0.029335634,0.000862813,0.000862813,0,0.006902502,0.001725626,0.005176877,0,0.039689387,0.011216566,0.002588438,0.01553063,0.018981881,0.006039689,0,0,-107.0693475,3.6382,-0.333105912,-16.10723463,6.707432075,5.391324528,44.50092759,13.37443509,6.089092982,-20.55235102,5.648382692,5.414942308,99.6993766,6.694847619,3.834778049,65.82638243,6.239682192,13.30164658,-48.10813776,5.888774404,5.803558202
2020,1409,10021,995326,220466,1924,96,64,32,1024,32768,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,36,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,3.7549,-107.0693475,3.6382,14.40542407,-16.10723463,6.707432075,8.982298276,44.50092759,13.37443509,6.564256,-20.55235102,5.648382692,33.81647959,99.6993766,6.694847619,9.486162162,65.82638243,6.239682192,3.701262222,-48.10813776,5.888774404
2008,1409,10021,995286,220488,1920,88,0,88,7744,681472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,0.8674,5.9769,0,10.14972182,8.805309259,1.325333962,5.114558065,6.646106452,11.52624603,3.047657143,79.35219583,22.71305957,0.6359225,312.4371757,4.423051613,15.18323714,12.77824571,2.023246377,6.889219909,15.95425658,8.171565601
2009,1409,10021,995286,220488,1920,89,0,89,7921,704969,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,5.9141,0.8674,5.9769,3.264285455,10.14972182,8.805309259,5.417156452,5.114558065,6.646106452,4.508706122,3.047657143,79.35219583,47.20985854,0.6359225,312.4371757,21.96008286,15.18323714,12.77824571,19.97481398,6.889219909,15.95425658
2010,1409,10021,995286,220488,1920,90,0,90,8100,729000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,5.9898,5.9141,0.8674,4.886883636,3.264285455,10.14972182,2.221772131,5.417156452,5.114558065,0.396313725,4.508706122,3.047657143,0.39165,47.20985854,0.6359225,2.330164789,21.96008286,15.18323714,4.891323969,19.97481398,6.889219909
2011,1409,10021,995286,220488,1920,91,0,91,8281,753571,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,0,5.9898,5.9141,4.429961818,4.886883636,3.264285455,2.724352459,2.221772131,5.417156452,7.675346154,0.396313725,4.508706122,6.99675,0.39165,47.20985854,6.227666197,2.330164789,21.96008286,11.22323379,4.891323969,19.97481398
2008,1409,10021,995178,220548,1920,88,0,88,7744,681472,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,9,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,0,3.199,7.9992,10.14972182,8.805309259,1.325333962,5.114558065,6.646106452,11.52624603,3.047657143,79.35219583,22.71305957,0.6359225,312.4371757,4.423051613,15.18323714,12.77824571,2.023246377,6.889219909,15.95425658,8.171565601
2009,1409,10021,995178,220548,1920,89,0,89,7921,704969,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,9,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,8,0,3.199,3.264285455,10.14972182,8.805309259,5.417156452,5.114558065,6.646106452,4.508706122,3.047657143,79.35219583,47.20985854,0.6359225,312.4371757,21.96008286,15.18323714,12.77824571,19.97481398,6.889219909,15.95425658
2010,1409,10021,995178,220548,1920,90,0,90,8100,729000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,9,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,7.9998,8,0,4.886883636,3.264285455,10.14972182,2.221772131,5.417156452,5.114558065,0.396313725,4.508706122,3.047657143,0.39165,47.20985854,0.6359225,2.330164789,21.96008286,15.18323714,4.891323969,19.97481398,6.889219909
2011,1409,10021,995178,220548,1920,91,0,91,8281,753571,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,9,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,7.9992,7.9998,8,4.429961818,4.886883636,3.264285455,2.724352459,2.221772131,5.417156452,7.675346154,0.396313725,4.508706122,6.99675,0.39165,47.20985854,6.227666197,2.330164789,21.96008286,11.22323379,4.891323969,19.97481398
2008,1409,10021,995163,220556,1920,88,0,88,7744,681472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,0,5.9994,2.5998,10.14972182,8.805309259,1.325333962,5.114558065,6.646106452,11.52624603,3.047657143,79.35219583,22.71305957,0.6359225,312.4371757,4.423051613,15.18323714,12.77824571,2.023246377,6.889219909,15.95425658,8.171565601
2009,1409,10021,995163,220556,1920,89,0,89,7921,704969,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,5.7421,0,5.9994,3.264285455,10.14972182,8.805309259,5.417156452,5.114558065,6.646106452,4.508706122,3.047657143,79.35219583,47.20985854,0.6359225,312.4371757,21.96008286,15.18323714,12.77824571,19.97481398,6.889219909,15.95425658
2010,1409,10021,995163,220556,1920,90,0,90,8100,729000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,4.3478,5.7421,0,4.886883636,3.264285455,10.14972182,2.221772131,5.417156452,5.114558065,0.396313725,4.508706122,3.047657143,0.39165,47.20985854,0.6359225,2.330164789,21.96008286,15.18323714,4.891323969,19.97481398,6.889219909
2011,1409,10021,995163,220556,1920,91,0,91,8281,753571,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,2.5998,4.3478,5.7421,4.429961818,4.886883636,3.264285455,2.724352459,2.221772131,5.417156452,7.675346154,0.396313725,4.508706122,6.99675,0.39165,47.20985854,6.227666197,2.330164789,21.96008286,11.22323379,4.891323969,19.97481398
2012,1409,10021,995163,220556,1920,92,0,92,8464,778688,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,2.6997,2.5998,4.3478,4.418061818,4.429961818,4.886883636,2.551614754,2.724352459,2.221772131,1.661096078,7.675346154,0.396313725,0.103902381,6.99675,0.39165,3.205469014,6.227666197,2.330164789,1.549398615,11.22323379,4.891323969
2013,1409,10021,995163,220556,1920,93,0,93,8649,804357,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,0,2.6997,2.5998,18.74744815,4.418061818,4.429961818,47.66076333,2.551614754,2.724352459,4.810731373,1.661096078,7.675346154,5.587452381,0.103902381,6.99675,5.523490141,3.205469014,6.227666197,8.530852019,1.549398615,11.22323379
2014,1409,10021,995163,220556,1920,94,0,94,8836,830584,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,5.7422,0,2.6997,3.466226415,18.74744815,4.418061818,8.025312069,47.66076333,2.551614754,4.747878431,4.810731373,1.661096078,6.323621429,5.587452381,0.103902381,7.07124507,5.523490141,3.205469014,6.203077865,8.530852019,1.549398615
2015,1409,10021,995163,220556,1920,95,0,95,9025,857375,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.87371134,60.86941581,25.35695876,26.79992363,1.067869416,4.847594502,0.243127148,0.316151203,0.216494845,0.011168385,0.030927835,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.037800687,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,4.3478,5.7422,0,6.976786792,3.466226415,18.74744815,6.996192982,8.025312069,47.66076333,6.754790385,4.747878431,4.810731373,7.720197674,6.323621429,5.587452381,7.268856338,7.07124507,5.523490141,11.00508978,6.203077865,8.530852019
2016,1409,10021,995163,220556,1920,96,0,96,9216,884736,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.81013746,59.37457045,25.41595074,26.88786751,1.071305842,4.855343643,0.245704467,0.315292096,0.214776632,0.011168385,0.030927835,0.000859107,0.000859107,0,0.006872852,0,0.005154639,0,0.038659794,0.012027491,0.00257732,0.015463918,0.018900344,0.006013746,0,0,2.5996,4.3478,5.7422,3.621866038,6.976786792,3.466226415,2.659194737,6.996192982,8.025312069,8.843721154,6.754790385,4.747878431,9.019383721,7.720197674,6.323621429,7.113452778,7.268856338,7.07124507,10.96059371,11.00508978,6.203077865
2017,1409,10021,995163,220556,1920,97,0,97,9409,912673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.73149742,59.38468158,25.32989099,26.79871868,1.06454389,4.863907057,0.245266781,0.312392427,0.214285714,0.011187608,0.030981067,0.000860585,0.000860585,0,0.006884682,0,0.005163511,0,0.039586919,0.012908778,0.002581756,0.015490534,0.018932874,0.006024096,0,0,5.9994,2.5996,4.3478,5.391324528,3.621866038,6.976786792,6.089092982,2.659194737,6.996192982,5.414942308,8.843721154,6.754790385,3.834778049,9.019383721,7.720197674,13.30164658,7.113452778,7.268856338,5.803558202,10.96059371,11.00508978
2018,1409,10021,995163,220556,1920,98,0,98,9604,941192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.79134199,58.73419913,25.35036075,26.85897066,1.065800866,5.004753247,0.246753247,0.311688312,0.213852814,0.00952381,0.03030303,0.000865801,0.000865801,0,0.006926407,0,0.005194805,0,0.03982684,0.01038961,0.002597403,0.015584416,0.01991342,0.006060606,0,0,0,5.9994,2.5996,6.707432075,5.391324528,3.621866038,13.37443509,6.089092982,2.659194737,5.648382692,5.414942308,8.843721154,6.694847619,3.834778049,9.019383721,6.239682192,13.30164658,7.113452778,5.888774404,5.803558202,10.96059371
2019,1409,10021,995163,220556,1920,99,0,99,9801,970299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,98.60914582,59.14322692,25.30629853,26.80984565,1.06557377,4.93663503,0.246764452,0.310612597,0.213977567,0.011216566,0.029335634,0.000862813,0.000862813,0,0.006902502,0.001725626,0.005176877,0,0.039689387,0.011216566,0.002588438,0.01553063,0.018981881,0.006039689,0,0,-24.01454939,0,5.9994,-16.10723463,6.707432075,5.391324528,44.50092759,13.37443509,6.089092982,-20.55235102,5.648382692,5.414942308,99.6993766,6.694847619,3.834778049,65.82638243,6.239682192,13.30164658,-48.10813776,5.888774404,5.803558202
2020,1409,10021,995163,220556,1881,139,0,139,19321,2685619,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,16,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,6.0876,-24.01454939,0,14.40542407,-16.10723463,6.707432075,8.982298276,44.50092759,13.37443509,6.564256,-20.55235102,5.648382692,33.81647959,99.6993766,6.694847619,9.486162162,65.82638243,6.239682192,3.701262222,-48.10813776,5.888774404
2008,1409,10021,995112,220544,1910,98,0,98,9604,941192,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,4,16,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,-20.21860551,7.3171,1.99,10.14972182,8.805309259,1.325333962,5.114558065,6.646106452,11.52624603,3.047657143,79.35219583,22.71305957,0.6359225,312.4371757,4.423051613,15.18323714,12.77824571,2.023246377,6.889219909,15.95425658,8.171565601
2009,1409,10021,995112,220544,1910,99,0,99,9801,970299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,4,16,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,-25.34249838,-20.21860551,7.3171,3.264285455,10.14972182,8.805309259,5.417156452,5.114558065,6.646106452,4.508706122,3.047657143,79.35219583,47.20985854,0.6359225,312.4371757,21.96008286,15.18323714,12.77824571,19.97481398,6.889219909,15.95425658
2010,1409,10021,995112,220544,1910,100,0,100,10000,1000000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,4,16,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,9.589,-25.34249838,-20.21860551,4.886883636,3.264285455,10.14972182,2.221772131,5.417156452,5.114558065,0.396313725,4.508706122,3.047657143,0.39165,47.20985854,0.6359225,2.330164789,21.96008286,15.18323714,4.891323969,19.97481398,6.889219909
